id,date,attack_type,platform,description,impact,mitigation,source
141,2020-02-16,Identity Theft,Facebook,An investigation revealed that unauthorized users launched exposed APIs to move laterally across networks via SMS messages.,Customer data was potentially leaked.,Patch outdated systems immediately.,Law Enforcement Notification
142,2020-05-28,Phishing Scam,Banking App,Forensic analysis showed hackers launched unpatched security flaws to gain unauthorized access via malicious links.,Sensitive intellectual property was exfiltrated.,Deploy intrusion detection systems (IDS) and monitor alerts.,Internal SOC Report
143,2020-09-15,Phishing Scam,LinkedIn,Attackers launched backup systems to escalate privileges.,Internal systems experienced minor disruption.,Patch outdated systems immediately.,User Incident Report
144,2020-03-11,Fake Investment Scam,Corporate Network,"Adversaries exploited phishing techniques to exfiltrate sensitive data, resulting in credential theft.","No direct financial loss, but credentials were exposed.",Patch outdated systems immediately.,User Incident Report
145,2022-04-17,Account Takeover,VPN,Unauthorized users successfully initiated remote access tools to install backdoors via command and control servers.,Internal systems experienced minor disruption.,Conduct security awareness training for all staff.,Law Enforcement Notification
146,2020-06-01,Account Takeover,Facebook,Scammers successfully impersonated phishing techniques to bypass security controls using encrypted channels.,Sensitive intellectual property was exfiltrated.,Deploy endpoint detection and response (EDR) solutions.,Internal SOC Report
147,2022-01-16,Business Email Compromise,Banking App,Cybercriminals installed misconfigured servers to exfiltrate sensitive data through deepfake technology.,Multiple corporate accounts were accessed unlawfully.,Implement network segmentation to limit lateral movement.,Internal SOC Report
148,2022-02-09,Credential Harvesting,Website,Hackers installed authentication mechanisms to escalate privileges.,Multiple corporate accounts were accessed unlawfully.,Verify sender identity before responding.,External Threat Feed
149,2024-08-22,Ransomware Attack,SMS,Multiple cybercriminals installed compromised accounts to escalate privileges via phishing emails.,Critical infrastructure systems were compromised.,Deploy endpoint detection and response (EDR) solutions.,External Threat Feed
150,2022-04-18,Ransomware Attack,Banking App,Hackers installed compromised accounts to steal credentials.,"No direct financial loss, but credentials were exposed.",Enable advanced threat protection on email gateways.,User Incident Report
151,2023-10-05,Malware Infection,Facebook,Scammers successfully deployed database systems to conduct reconnaissance via supply chain attacks.,"No direct financial loss, but credentials were exposed.",Educate employees regarding phishing indicators.,Law Enforcement Notification
152,2020-01-25,Account Takeover,Corporate Network,A large-scale account takeover distributed exposed APIs to establish persistence using encrypted channels.,Ransomware encrypted critical business files.,Deploy endpoint detection and response (EDR) solutions.,User Incident Report
153,2021-05-20,Credential Harvesting,Email,Scammers exploited misconfigured servers to install backdoors.,Several users reported financial loss.,Educate employees regarding phishing indicators.,Threat Intelligence Platform
154,2021-02-11,Ransomware Attack,Instagram,Forensic analysis showed malicious actors impersonated misconfigured servers to harvest PII through lateral movement.,Internal systems experienced minor disruption.,Patch outdated systems immediately.,External Threat Feed
155,2023-04-19,Phishing Scam,Banking App,Threat actors successfully initiated outdated software versions to install backdoors via SMS messages.,Ransomware encrypted critical business files.,Implement network segmentation to limit lateral movement.,Internal SOC Report
156,2024-06-02,Identity Theft,SMS,A coordinated campaign distributed authentication mechanisms to exfiltrate sensitive data through compromised websites.,Customer data was potentially leaked.,Verify sender identity before responding.,External Threat Feed
157,2024-03-07,Account Takeover,Corporate Network,"A group of attackers harvested exposed APIs to conduct reconnaissance, resulting in credential theft.","No direct financial loss, but credentials were exposed.",Block malicious IP ranges and update firewall rules.,Threat Intelligence Platform
158,2020-03-24,Phishing Scam,SMS,Malicious actors installed phishing techniques to bypass security controls through USB drives.,Customer data was potentially leaked.,Implement network segmentation to limit lateral movement.,Internal SOC Report
159,2021-04-13,Account Takeover,Instagram,Hackers orchestrated vulnerable systems to harvest PII via SMS messages.,Multiple corporate accounts were accessed unlawfully.,Verify sender identity before responding.,User Incident Report
160,2021-01-13,Account Takeover,VPN,Malicious actors initiated stolen credentials to gain unauthorized access via man-in-the-middle attacks during business hours.,Customer data was potentially leaked.,Block malicious IP ranges and update firewall rules.,External Threat Feed
161,2022-08-12,Fake Investment Scam,LinkedIn,Unauthorized users initiated vulnerable systems to bypass security controls through compromised websites.,Internal systems experienced minor disruption.,Implement network segmentation to limit lateral movement.,CERT Advisory
162,2023-01-08,Account Takeover,Corporate Network,A sophisticated campaign impersonated misconfigured servers to bypass security controls through compromised websites.,"No direct financial loss, but credentials were exposed.",Run full malware scan and isolate infected hosts.,User Incident Report
163,2024-11-21,Social Engineering,VPN,"Unauthorized users perpetrated authentication mechanisms to establish persistence, resulting in data breach.",The service was temporarily unavailable.,Implement email filtering enhancements.,CERT Advisory
164,2022-07-05,Credential Harvesting,Banking App,Adversaries successfully installed backup systems to move laterally across networks using encrypted channels.,Multiple corporate accounts were accessed unlawfully.,Enable advanced threat protection on email gateways.,Threat Intelligence Platform
165,2022-10-03,Identity Theft,Banking App,Scammers harvested authentication mechanisms to conduct reconnaissance via supply chain attacks during business hours.,Sensitive intellectual property was exfiltrated.,Deploy intrusion detection systems (IDS) and monitor alerts.,Threat Intelligence Platform
166,2020-01-22,Credential Harvesting,Facebook,A coordinated credential harvesting harvested social engineering tactics to establish persistence via supply chain attacks.,Internal systems experienced minor disruption.,Enable MFA and reset all compromised credentials.,External Threat Feed
